gene_set_id	phenotype	definition	gene_symbol	ensembl_gene_id	evidence	effect_direction	effect_beta	p_value	source_id	notes
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DHDDS	ENSG00000117682	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DHFR	ENSG00000228716	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DHODH	ENSG00000102967	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DHPS	ENSG00000095059	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DHRSX	ENSG00000169084	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DHTKD1	ENSG00000181192	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DHX30	ENSG00000132153	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DHX32	ENSG00000089876	2	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DHX37	ENSG00000150990	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DHX9	ENSG00000135829	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DIAPH1	ENSG00000131504	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DIAPH2	ENSG00000147202	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DIP2B	ENSG00000066084	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DIS3L2	ENSG00000144535	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DKC1	ENSG00000130826	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DLAT	ENSG00000150768	2	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DLD	ENSG00000091140	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DLG1	ENSG00000075711	2	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DLG2	ENSG00000150672	2	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DLG3	ENSG00000082458	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DLG4	ENSG00000132535	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DLGAP2	ENSG00000198010	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DLL1	ENSG00000198719	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DLL3	ENSG00000090932	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DLL4	ENSG00000128917	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DMD	ENSG00000198947	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DMP1	ENSG00000152592	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DMPK	ENSG00000104936	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DMXL2	ENSG00000104093	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DNA2	ENSG00000138346	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DNAAF3	ENSG00000167646	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DNAAF4	ENSG00000256061	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DNAH14	ENSG00000185842	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DNAJC12	ENSG00000108176	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DNAJC19	ENSG00000205981	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DNAJC3	ENSG00000102580	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DNM1	ENSG00000106976	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DNM1L	ENSG00000087470	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DNM2	ENSG00000079805	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DNMT1	ENSG00000130816	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DNMT3A	ENSG00000119772	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DNMT3B	ENSG00000088305	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DOCK11	ENSG00000147251	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DOCK3	ENSG00000088538	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DOCK4	ENSG00000128512	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DOCK6	ENSG00000130158	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DOCK7	ENSG00000116641	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DOCK8	ENSG00000107099	2	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DOHH	ENSG00000129932	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DOLK	ENSG00000175283	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DONSON	ENSG00000159147	2	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPAGT1	ENSG00000172269	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPF1	ENSG00000011332	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPF2	ENSG00000133884	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPF3	ENSG00000205683	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPH1	ENSG00000108963	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPH2	ENSG00000132768	2	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPH5	ENSG00000117543	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPM1	ENSG00000000419	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPM2	ENSG00000136908	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPM3	ENSG00000179085	2	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPP6	ENSG00000130226	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPYD	ENSG00000188641	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPYS	ENSG00000147647	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPYSL2	ENSG00000092964	2	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DPYSL5	ENSG00000157851	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DRD2	ENSG00000149295	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DROSHA	ENSG00000113360	2	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DSCAM	ENSG00000171587	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DSCR3	ENSG00000157538	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DSPP	ENSG00000152591	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DST	ENSG00000151914	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DSTYK	ENSG00000133059	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DTYMK	ENSG00000168393	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DVL1	ENSG00000107404	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DVL3	ENSG00000161202	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DYM	ENSG00000141627	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DYNC1H1	ENSG00000197102	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DYNC1I2	ENSG00000077380	2	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DYNC2H1	ENSG00000187240	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	DYRK1A	ENSG00000157540	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	EARS2	ENSG00000103356	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	EBF3	ENSG00000108001	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	EBP	ENSG00000147155	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	ECEL1	ENSG00000171551	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	EDA	ENSG00000158813	1	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	EDEM3	ENSG00000116406	3	.	.	.	panelapp_intellectual_disability_v11.26	.
panelapp_intellectual_disability_all	Intellectual disability	All genes in the versioned PanelApp panel	EDNRA	ENSG00000151617	1	.	.	.	panelapp_intellectual_disability_v11.26	.
